course_name,city,state,street_address,zip_code,holes,course_type,final_acreage,acreage_source,longitude,latitude
Craig Woods Golf Course,Woodstock,IL,5818 S State Route 47,60098,9,Public,125.50373426664032,OSM (Medium Reliability),-88.42257,42.243161
Crystal Woods Golf Club,Woodstock,IL,5915 S State Route 47,60098-7403,18,Public,125.50373426664032,OSM (Medium Reliability),-88.422578,42.2419
Water's Edge Golf Club,Worth,IL,7205 W 115th St,60482-1732,18,Municipal,190.22503497935685,OSM (Medium Reliability),-87.797433,41.682478
Whitetail Ridge Golf Course,Yorkville,IL,7671 Clubhouse Dr,60560-3246,18,Public,176.0441589158372,OSM (Medium Reliability),-88.369955,41.61181
Shepherds Crook Golf Course,Zion,IL,351 Green Bay Rd,60099-9508,18,Municipal,160.7221540570285,OSM (Medium Reliability),-87.884988,42.486198
Shiloh Park Golf Course,Zion,IL,2400 Dowie Memorial Dr,60099-2540,9,Municipal,34.955326926568794,OSM (Medium Reliability),-87.833684,42.451509
ThunderHawk Golf Course,Zion,IL,39700 N Lewis Ave,39700,18,Municipal,255.98786707644643,Tigris (High Reliability),-87.855013,42.435899
Weber Park Golf Course,Skokie,IL,9300 Weber Park Pl,60077-4200,9,Municipal,22.531075938664777,Tigris (High Reliability),-87.750399,42.04833
Albany Golf Club,Albany,IN,1100 E Golf Course Rd,47320-1281,18,Public,166.05927242762786,OSM (Medium Reliability),-85.226199,40.309221
Augusta Hills Golf Club,Albion,IN,2080 W 300 N,46701-9573,18,Public,,No Match Found,-85.462619,41.396983
Yule Golf Club,Alexandria,IN,1800 S Harrison St,46001-2837,18,Public,,No Match Found,-85.672565,40.24588
Grandview Golf Course,Anderson,IN,1907 Northshore Ext,46011-1384,18,Municipal,98.07156240047524,OSM (Medium Reliability),-85.703417,40.116342
Anderson Country Club,Anderson,IN,602 Northshore Blvd,46011-1220,18,Private,130.1013947067581,OSM (Medium Reliability),-85.686812,40.122794
Edgewood Country Club,Anderson,IN,519 Golf Club Rd,46011-1722,18,Public,85.83079911866876,OSM (Medium Reliability),-85.743387,40.106723
Kilbuck Golf Course,Anderson,IN,3181 N 200 E,46012-9612,18,Public,,No Match Found,-85.632593,40.151936
Meadowbrook Golf Course,Anderson,IN,3429 Madison Ave,46013-4138,18,Public,98.54940959460896,OSM (Medium Reliability),-85.692134,40.080796
Etna Acres Golf Course,Andrews,IN,9803 W 600 S,46702-9725,18,Public,,No Match Found,-85.622949,40.91499
Glendarin Hills Golf Club,Angola,IN,3333 Glendarin Way,46703-6512,18,Public,275.38978282317356,OSM (Medium Reliability),-84.984186,41.675257
Hidden Valley Golf Course,Angola,IN,5370 E Metz Rd,46703-9210,18,Public,116.35227882146437,OSM (Medium Reliability),-84.883297,41.614974
Lake James Golf Club,Angola,IN,1445 W 275 N,46703-7517,18,Public,184.07789689600864,Tigris (High Reliability),-85.018729,41.680258
Zollner Golf Course,Angola,IN,1215 Park Ave,46703-1764,18,Public,141.03921978342612,OSM (Medium Reliability),-85.013143,41.630802
Big Pine Golf Course,Attica,IN,2877 E 250 N,47918-7766,18,Public,,No Match Found,-87.265629,40.35296
Harrison Hills Country Club,Attica,IN,413 E New St,47918-1515,18,Public,200.0097971530107,OSM (Medium Reliability),-87.248261,40.2873
Bridgewater Golf Club,Auburn,IN,1818 Morningstar Rd,46706-9168,36,Public,,No Match Found,-85.053359,41.38184
Deer Track Golf Course,Auburn,IN,19030 Tonkel Rd,19030,18,Public,,No Match Found,-85.077577,41.26278
Dearborn Country Club,Aurora,IN,170 Country Club Rd,47001-1758,18,Private,,No Match Found,-84.90874,39.083425
Stone Eagle Golf Club,Aurora,IN,6688 Soap Hill Rd,47001-8904,9,Public,,No Match Found,-84.943649,39.10123
Prestwick Country Club,Avon,IN,5197 Fairway Dr,46123-4608,18,Semi Private,272.45368429924446,OSM (Medium Reliability),-86.433429,39.750587
Hillcrest Golf & Country Club,Batesville,IN,850 N Walnut St,47006-8478,18,Semi Private,165.30040413791858,OSM (Medium Reliability),-85.219272,39.304118
Cricket Ridge Country Club,Batesville,IN,22087 Pocket Rd,22087,9,Public,56.69348941670222,OSM (Medium Reliability),-85.200177,39.32342
Battle Ground Golf Course,Battle Ground,IN,5505 Pretty Prairie Rd,47920-9710,18,Public,,No Match Found,-86.79348,40.534247
Otis Park Golf Club,Bedford,IN,607 Tunnelton Rd,47421-6747,18,Municipal,,No Match Found,-86.457348,38.856593
Stone Crest Golf Community,Bedford,IN,9300 S Bennett Lane,47421,54,Public,508.69431712287786,OSM (Medium Reliability),-86.567686,38.982913
Bicknell Country Club,Bicknell,IN,5723 N Golf Course Rd,47512-8215,18,Public,148.77387805445878,OSM (Medium Reliability),-87.337229,38.75644
Cascades Golf Course,Bloomington,IN,3550 N Kinser Pike,47404-1866,54,Municipal,207.73384379948348,OSM (Medium Reliability),-86.5432,39.20114
Bloomington Country Club,Bloomington,IN,3000 S Rogers St,47403-4348,18,Semi Private,145.38112503420948,OSM (Medium Reliability),-86.538579,39.132827
Indiana University Golf Course,Bloomington,IN,1350 S SR 446,47401,27,Public,255.4455246811983,OSM (Medium Reliability),-86.511349,39.18437
Taylors' Par 3,Bloomington,IN,4975 NSR 37 Business,47404,9,Public,,No Match Found,-86.540472,39.226405
The Eagle Pointe Golf Resort,Bloomington,IN,2250 E Pointe Rd,47401-9041,18,Public,61.8868374628477,OSM (Medium Reliability),-86.510138,39.034775
Green Valley Golf Club,Bluffton,IN,2635 East - 150 North,46714,9,Public,70.97495331741158,OSM (Medium Reliability),-85.17143,40.764362
Timber Ridge Golf Course,Bluffton,IN,2330 E 250 N,46714-9206,18,Public,105.7496563162231,OSM (Medium Reliability),-85.17849,40.778523
Boonville Country Club,Boonville,IN,Highway 61 North,47601,18,Private,,No Match Found,-87.273779,38.061595
Quail Crossing Golf Club,Boonville,IN,5 Quail Crossing Dr,47601-8466,18,Public,,No Match Found,-87.326922,38.032477
Hoosiers,Borden,IN,17130 State Road 60,17130,18,Public,,No Match Found,-85.893635,38.443195
Forest Park Golf Course,Brazil,IN,1018 S John Steele Dr,47834-3235,18,Municipal,,No Match Found,-87.121162,39.517054
Oak Ridge Golf Course,Brazil,IN,9784 N County Road 300 E,47834-7640,18,Public,190.625729608216,OSM (Medium Reliability),-87.051614,39.529982
Sprig O'Mint Golf Club,Bremen,IN,9425 US Highway 6,46506-9652,18,Public,,No Match Found,-86.244094,41.449652
Elcona Country Club,Bristol,IN,56784 County Road 21,56784,18,Private,352.54033629366967,Tigris (High Reliability),-85.855322,41.670386
Raber Golf Course,Bristol,IN,19396 State Road 120,19396,36,Public,150.0963287690834,Tigris (High Reliability),-85.838546,41.717031
Hazelden Country Club,Brook,IN,3705 E State Road 16,47922-8800,18,Public,90.50666703575727,OSM (Medium Reliability),-87.321094,40.864382
Brook Hill Golf Club,Brookville,IN,11175 Fairway Ln,11175,18,Public,,No Match Found,-85.018357,39.451243
West Chase Golf Club,Brownsburg,IN,4 Hollaway Blvd,46112-8355,18,Public,154.00934090361545,OSM (Medium Reliability),-86.430449,39.867657
White Lick Golf Course,Brownsburg,IN,4 White Lick Ln,46112-9105,9,Public,40.65194267521978,OSM (Medium Reliability),-86.397961,39.923915
Green Valley Golf Club,Brownstown,IN,1509 S State Road 135,47220-9572,9,Semi Private,53.75867620294352,OSM (Medium Reliability),-86.075049,38.85919
Winding Branch Golf Course,Cambridge City,IN,2290 S Germantown Rd,47327-9322,18,Public,99.16761626837456,OSM (Medium Reliability),-85.13675,39.801044
Friendswood Golf Course,Camby,IN,7730 S County Road 1050 E,46113-9114,9,Public,,No Match Found,-86.335963,39.650919
Heartland Crossing Golf Links,Camby,IN,6701 S Heartland Blvd,46113-8627,18,Public,196.6760075520105,OSM (Medium Reliability),-86.305804,39.629566
Brookshire Golf Club,Carmel,IN,12120 Brookshire Pkwy,12120,18,Municipal,,No Match Found,-86.095139,39.964369
Crooked Stick Golf Club,Carmel,IN,1964 Burning Tree Ln,46032-7907,18,Private,193.2173808096777,OSM (Medium Reliability),-86.193493,39.948299
The Bridgewater Club,Carmel,IN,3535 E 161st St,46033-8138,27,Semi Private,,No Match Found,-86.089318,39.97727
Twin Lakes Golf Club,Carmel,IN,3200 W 96th St,46032-9661,18,Semi Private,120.33115420315627,OSM (Medium Reliability),-86.21538,39.926452
Woodland Country Club,Carmel,IN,100 Woodland Ln,46032-3567,18,Semi Private,159.19215713574005,OSM (Medium Reliability),-86.122596,39.953732
Mohawk Hills Golf Club,Carmel,IN,1042 Golfview Dr,46032-2712,9,Public,,No Match Found,-86.116283,39.966215
Plum Creek Country Club,Carmel,IN,12401 Lynnwood Blvd,12401,18,Public,,No Match Found,-86.06214,39.968254
Prairie View Golf Club,Carmel,IN,7000 Longest Dr,46033-8829,18,Public,,No Match Found,-86.043444,39.977383
William Sahm Golf Course,Castleton,IN,6800 E 91st St,46250-1444,18,Municipal,163.84593032223415,OSM (Medium Reliability),-86.053498,39.919902
Cedar Creek Golf Center,Cedar Lake,IN,10483 W 109th Ave,10483,9,Public,81.56996075737104,OSM (Medium Reliability),-87.462588,41.42097
South Shore Country Club,Cedar Lake,IN,14400 Lake Shore Dr,14400,18,Public,93.39446752910168,OSM (Medium Reliability),-87.428228,41.355324
Sand Creek Country Club,Chesterton,IN,1001 Sand Creek Dr,46304-8933,45,Semi Private,39.83527310134009,OSM (Medium Reliability),-87.030239,41.600398
The Brassie Golf Club,Chesterton,IN,1110 Pearson Rd,46304-9475,18,Public,177.9563839890597,OSM (Medium Reliability),-87.091118,41.594579
Eel River Golf Course,Churubusco,IN,1265 N 950 E,46723-9519,18,Public,,No Match Found,-85.322754,41.231344
Bear Slide Golf Club,Cicero,IN,6770 E 231st St,46034-9752,18,Public,231.99227299746133,OSM (Medium Reliability),-86.050192,40.123699
Wooded View Golf Course,Clarksville,IN,2404 Greentree N,47129-8961,18,Municipal,144.07028511183495,OSM (Medium Reliability),-85.769182,38.33422
Deer Creek Golf Club,Clayton,IN,7143 S State Road 39,46118-9323,18,Public,125.54737662119965,OSM (Medium Reliability),-86.485089,39.657363
Matthews Park Golf Course,Clinton,IN,1645 N 7th St,47842,9,Municipal,37.63169876574083,OSM (Medium Reliability),-87.405444,39.676191
Geneva Hills Golf Course,Clinton,IN,13446 S Geneva Hills Rd,13446,18,Public,163.5834540843241,OSM (Medium Reliability),-87.436785,39.694751
Clover Meadow Golf Course,Cloverdale,IN,RR 1,46120,18,Public,,No Match Found,-86.797143,39.52958
Crooked Lake Golf Course,Columbia City,IN,65 E Morsches Rd,46725-8966,9,Public,50.484606487904784,OSM (Medium Reliability),-85.488915,41.264846
Eagle Glen Golf Club,Columbia City,IN,129 S Eagle Glen Trl,46725-7516,18,Public,10.29996496997181,OSM (Medium Reliability),-85.454024,41.159758
Magic Hills Golf Club,Columbia City,IN,5050 N Virginia Trail,46725-8936,9,Public,,No Match Found,-85.46938,41.236947
Greenbelt Golf Course,Columbus,IN,10th & Gladston Avenue,47201,9,Municipal,85.31699523108699,Tigris (High Reliability),-85.894599,39.20871
Rocky Ford Par 3 Golf Course,Columbus,IN,Rocky Ford Drive,47201,18,Municipal,,No Match Found,-85.919014,39.201492
Harrison Lake Country Club,Columbus,IN,588 S Country Club Rd,47201-8749,18,Semi Private,139.62479044531474,Tigris (High Reliability),-86.020435,39.187926
Oak Knoll Golf Course,Columbus,IN,1705 W 550 S,47201-8610,18,Public,,No Match Found,-85.941862,39.119814
Otter Creek Golf Course,Columbus,IN,11522 E 50 N,11522,45,Public,217.5679072424417,Tigris (High Reliability),-85.800781,39.21034
Walnut Ridge Golf Course,Columbus,IN,3325 S 750 E,47203-9525,18,Public,106.62157651132677,OSM (Medium Reliability),-85.772335,39.169656
Willowbrook Country Club,Connersville,IN,1982 W Country Club Rd,47331-9670,18,Public,259.6592903169143,OSM (Medium Reliability),-85.175555,39.642982
Hoosier Hills Golf Club,Cory,IN,3723 W State Road 46,47846-8021,9,Public,,No Match Found,-87.179441,39.38828
Old Capital Golf Club,Corydon,IN,1605 Highway 62 NE,47112-7739,18,Public,153.51806294624032,OSM (Medium Reliability),-86.102341,38.206949
Rivercrest Golf Club,Covington,IN,14 Club House Dr,47932-8501,18,Public,,No Match Found,-87.391976,40.137068
Crawfordsville Municipal Golf Course,Crawfordsville,IN,1000 E South Blvd,47933-3774,18,Municipal,132.83206988436334,Tigris (High Reliability),-86.885185,40.027247
Crawfordsville Country Club,Crawfordsville,IN,3272 W Country Club Rd,47933-5002,18,Private,,No Match Found,-86.970311,40.026496
Rocky Ridge Golf Club,Crawfordsville,IN,3965 N 625 E,47933-9765,18,Public,,No Match Found,-86.786158,40.097314
Lakes of the Four Seasons Country Club,Crown Point,IN,1048 N Lakeshore Dr,46307-9401,18,Private,15.559111448619456,OSM (Medium Reliability),-87.225289,41.411431
Youche Country Club,Crown Point,IN,2301 W 19th Place,46307-9764,18,Private,,No Match Found,-87.309288,41.383776
Oak Knoll Golf Course,Crown Point,IN,11200 Whitcomb St,11200,18,Public,128.1030194188984,OSM (Medium Reliability),-87.383832,41.414784
Pheasant Valley Country Club,Crown Point,IN,3838 W 141st Ave,46307-9761,18,Public,133.11700122863883,OSM (Medium Reliability),-87.380811,41.362322
Summertree Golf Club,Crown Point,IN,2323 E 101st Ave,46307-9173,18,Public,152.10788409938365,OSM (Medium Reliability),-87.309484,41.434618
White Hawk Country Club,Crown Point,IN,1001 White Hawk Dr,46307-2671,72,Public,136.17702307656668,OSM (Medium Reliability),-87.382177,41.438194
Maxinkuckee Country Club,Culver,IN,1641 E Shore Dr,46511-9126,9,Private,,No Match Found,-86.388234,41.204583
Culver Golf Course,Culver,IN,Culver Military Academy,46511,9,Semi Private,,No Match Found,-86.425334,41.2167
Mystic Hills Golf Course,Culver,IN,16788 20b Rd,16788,18,Public,188.94269714384777,OSM (Medium Reliability),-86.382287,41.179313
Twin Bridges Golf Club,Danville,IN,1001 Cartersburg Rd,46122-8519,18,Public,216.61781620566063,OSM (Medium Reliability),-86.517876,39.749329
Cross Creek Golf Course,Decatur,IN,1730 Nuttman Ave,46733-3014,18,Public,87.09263538704346,OSM (Medium Reliability),-84.942301,40.832539
Grey Goose Golf Club,Decatur,IN,1098 W 500 N,46733-9518,18,Public,,No Match Found,-84.958195,40.8172
Carroll County Country Club,Delphi,IN,411 Howard St,46923-1018,9,Public,51.06882853666413,OSM (Medium Reliability),-86.673344,40.59163
Sandy Pines Golf Course,Demotte,IN,10527 Bunker Dr,10527,18,Public,190.0025205550038,OSM (Medium Reliability),-87.155289,41.1725
Mac Arthur Golf Course,East Chicago,IN,140th & Indianapolis Boulevard,46312,9,Municipal,,No Match Found,-87.440755,41.639782
Lakeview Country Club,Eaton,IN,18921 N County Road 150 E,18921,18,Public,,No Match Found,-85.360364,40.361623
Timbergate Golf Course,Edinburgh,IN,151 Saint Andrews Ave,46124-9237,18,Municipal,278.23160764955963,OSM (Medium Reliability),-85.944557,39.35576
Bent Oak Golf Club,Elkhart,IN,3610 Bent Oak Trl,46517-3843,18,Semi Private,126.6961135526582,Tigris (High Reliability),-85.980171,41.646154
Christiana Creek Country Club,Elkhart,IN,116 W Bristol St,46514-3106,18,Semi Private,126.37972263194578,Tigris (High Reliability),-85.978186,41.70276
Old Orchard Golf Course Inc,Elkhart,IN,24682 County Road 16,24682,18,Public,79.77021091486668,Tigris (High Reliability),-85.939652,41.675089
Cattails Golf Course,Elwood,IN,9273 W 1050 N,46036-8811,18,Public,22.983226625504575,Tigris (High Reliability),-85.846425,40.255094
Old English Golf Course,English,IN,119 N Boss Ln,47118,18,Public,125.6697059835358,OSM (Medium Reliability),-86.470865,38.341874
Fendrich Golf Course,Evansville,IN,1900 E Diamond Ave,47711-4004,18,Municipal,112.75747733026732,OSM (Medium Reliability),-87.531009,37.999137
Helfrich Hills Golf Course,Evansville,IN,1550 Mesker Park Dr,47720-8224,18,Municipal,128.2915216164451,OSM (Medium Reliability),-87.606787,37.99649
Howell Park Golf Course,Evansville,IN,1101 S Barker Ave,47712,9,Municipal,10.929749864852688,OSM (Medium Reliability),-87.61014,37.965013
McDonald Golf Course,Evansville,IN,2905 E Morgan Ave,47711-4425,9,Municipal,65.64560977361097,OSM (Medium Reliability),-87.513984,37.991418
Wesselman Par 3 Golf Course,Evansville,IN,551 N Boeke Rd,47711-5923,18,Municipal,,No Match Found,-87.519963,37.982546
Evansville Country Club,Evansville,IN,3810 Stringtown Rd,47711-3119,18,Semi Private,,No Match Found,-87.560177,38.013277
Oak Meadow Golf Club,Evansville,IN,11505 Browning Rd,11505,18,Semi Private,,No Match Found,-87.53442,38.083733
Cambridge Golf Club,Evansville,IN,1034 Beacon,47725-7840,18,Public,,No Match Found,-87.538283,38.15271
Clearcrest Pines Golf & Banquet Center,Evansville,IN,10521 Darmstadt Rd,10521,18,Public,,No Match Found,-87.57527,38.075748
Eagle Valley Golf Course,Evansville,IN,10350 Petersburg Rd,10350,18,Public,,No Match Found,-87.51955,38.072564
Tee Time Golf Complex,Evansville,IN,7800 E Morgan Ave,47715-8222,9,Public,,No Match Found,-87.456612,38.000702
Thunderbolt Pass Golf Course,Evansville,IN,6901 Petersburg Rd,47711-1735,36,Public,133.4550207934479,OSM (Medium Reliability),-87.545995,38.037901
Hickory Hills Golf Course,Farmland,IN,9577 W 400 N,47340-9392,18,Public,,No Match Found,-85.158247,40.220728
Balmoral Golf Course,Fishers,IN,10101 Hamilton Hills Ln,10101,18,Semi Private,,No Match Found,-86.054573,39.932607
The Hawthorns Golf & Country Club,Fishers,IN,12255 Club Point Dr,12255,18,Semi Private,66.40606897670558,OSM (Medium Reliability),-85.948702,39.946043
Gray Eagle Golf Club & Academy,Fishers,IN,12500 Brooks School Rd,12500,18,Public,,No Match Found,-85.942146,39.971055
Ironwood Golf Club,Fishers,IN,10955 Fall Rd,10955,45,Public,,No Match Found,-85.976206,39.946019
River Glen Country Club,Fishers,IN,12010 Clubhouse Dr,12010,18,Public,,No Match Found,-86.043313,39.962883
Belterra Golf Club,Florence,IN,14608 SR 156,14608,18,Public,152.78058850929466,OSM (Medium Reliability),-84.940077,38.781074
Valley View Golf Club Inc,Floyds Knobs,IN,3748 Lawrence Banet Rd,47119-9606,18,Public,189.17704659155336,Tigris (High Reliability),-85.887404,38.32093
Foster Park Golf Course,Fort Wayne,IN,3900 Old Mill Rd,46807-2100,18,Municipal,123.00146667383318,OSM (Medium Reliability),-85.157352,41.048794
McMillen Park Golf Course,Fort Wayne,IN,3900 Hessen Cassel Rd,46806-4528,27,Municipal,73.0378270113672,OSM (Medium Reliability),-85.09668,41.05058
Shoaff Park Golf Course,Fort Wayne,IN,6401 St Joseph Road,46815,18,Municipal,,No Match Found,-85.060375,41.106757
Fort Wayne Country Club,Fort Wayne,IN,5221 Covington Rd,46804-1803,18,Private,99.2978908664298,Tigris (High Reliability),-85.205286,41.05967
Orchard Ridge Country Club,Fort Wayne,IN,4531 Lower Huntington Rd,46809-9716,18,Private,137.16808559110677,OSM (Medium Reliability),-85.197603,41.016471
Coyote Creek Golf Club,Fort Wayne,IN,4935 Hillegas Rd,46818-1934,18,Semi Private,154.8833345461892,OSM (Medium Reliability),-85.192656,41.121866
Pine Valley Country Club,Fort Wayne,IN,10928 Pine Mills Rd,10928,18,Semi Private,151.75147858646676,OSM (Medium Reliability),-85.126051,41.183211
Sycamore Hills Golf Club,Fort Wayne,IN,11836 Covington Rd,11836,18,Semi Private,,No Match Found,-85.297663,41.059547
Arlington Park Golf Club,Fort Wayne,IN,4630 W Arlington Park Blvd,46835-4391,9,Public,35.19800058233605,OSM (Medium Reliability),-85.034302,41.124643
Autumn Ridge Golf Club,Fort Wayne,IN,11420 Auburn Rd,11420,18,Public,305.22896022512845,OSM (Medium Reliability),-85.113596,41.187443
Brookwood Golf Club,Fort Wayne,IN,10304 Bluffton Rd,10304,27,Public,192.4776615972522,OSM (Medium Reliability),-85.168549,40.989333
Canterbury Green Country Club,Fort Wayne,IN,2727 Canterbury Blvd,46835-3201,18,Public,48.89622411389448,OSM (Medium Reliability),-85.104876,41.123573
Cherry Hill Golf Club,Fort Wayne,IN,6615 Wheelock Rd,46835-9712,18,Public,158.0382421742093,OSM (Medium Reliability),-85.024458,41.142668
Chestnut Hills Golf Club,Fort Wayne,IN,11502 Illinois Rd,11502,18,Public,312.3706410392506,OSM (Medium Reliability),-85.29123,41.073945
Colonial Oaks Golf Club,Fort Wayne,IN,8218 Huguenard Rd,46818-9404,18,Public,125.30646770124947,OSM (Medium Reliability),-85.192761,41.155253
Donald Ross Golf Club,Fort Wayne,IN,7102 S Calhoun St,46807-3715,18,Public,61.98800162589944,OSM (Medium Reliability),-85.136297,41.017696
Lakeside Golf Course,Fort Wayne,IN,746 N Coliseum Blvd,46805-5514,27,Public,11.270834410718049,OSM (Medium Reliability),-85.087558,41.081734
Riverbend Golf Course,Fort Wayne,IN,7207 Saint Joe Rd,46835-1567,18,Public,138.6374496560576,OSM (Medium Reliability),-85.085217,41.149205
Willow Ridge Golf Club,Fort Wayne,IN,17000 Willow Ridge Trl,17000,18,Public,,No Match Found,-85.163154,41.238872
Benton County Country Club,Fowler,IN,402 W 4th St,47944,18,Public,59.84928724895649,OSM (Medium Reliability),-87.329795,40.618354
Deer Track Golf Club,Frankfort,IN,775 N 700 W,46041,18,Public,137.58564803342762,OSM (Medium Reliability),-86.637289,40.296453
Frankfort Country Club,Frankfort,IN,100 Country Club Dr,46041-1100,18,Public,144.35939938806408,OSM (Medium Reliability),-86.506909,40.294289
Hillview Country Club,Franklin,IN,1800 E King St,46131-8823,18,Private,130.25702102292104,OSM (Medium Reliability),-86.027541,39.482753
Cypress Run Golf Course,Franklin,IN,7265 E State Road 44,46131-7556,9,Public,51.81977234783891,OSM (Medium Reliability),-85.964388,39.495038
Deer Valley Golf Course,Franklin,IN,5357 E 300 S,46131-8132,9,Public,48.04422013400776,OSM (Medium Reliability),-86.003109,39.434531
Legends of Indiana Golf Course,Franklin,IN,2555 Hurricane Rd,46131-7120,72,Public,354.7459770176616,OSM (Medium Reliability),-86.035898,39.511344
Country Meadows Golf Resort,Fremont,IN,102 State Highway 120 West,46737,18,Public,136.73782287993367,OSM (Medium Reliability),-84.993392,41.731772
French Lick Springs Resort,French Lick,IN,8670 W SR 56,47432-9389,45,Semi Private,129.4482123215895,OSM (Medium Reliability),-86.647484,38.528285
Garrett Country Club,Garrett,IN,401 N Walsh St,46738-1053,18,Public,131.7670144812662,OSM (Medium Reliability),-85.132079,41.353606
South Gleason Park Golf Course,Gary,IN,3400 Jefferson St,46408-1102,18,Municipal,100.3140098306936,OSM (Medium Reliability),-87.340175,41.556476
Golf Club of the Limberlost,Geneva,IN,207 North Dr,46740-9702,18,Public,116.2507568372261,OSM (Medium Reliability),-84.948744,40.606303
Maplecrest Country Club,Goshen,IN,611 Hackett Rd,46528-2707,18,Private,155.79188176820293,Tigris (High Reliability),-85.820821,41.602657
Black Squirrel,Goshen,IN,1017 Larimer Dr,46526-5515,18,Public,122.67975391962736,Tigris (High Reliability),-85.852559,41.574576
Rolling Meadows Golf Course,Gosport,IN,4120 Mount Carmel Rd,47433-7863,18,Public,,No Match Found,-86.659399,39.29611
Knollwood Country Club,Granger,IN,16633 Baywood Ln,16633,36,Semi Private,,No Match Found,-86.190397,41.75406
Juday Creek Golf Course,Granger,IN,14770 Lindy Dr,14770,18,Public,143.20644102727226,OSM (Medium Reliability),-86.153837,41.721093
Windy Hill Country Club,Greencastle,IN,37 N US Highway 231,46135-9263,18,Private,43.66653649590755,Tigris (High Reliability),-86.867759,39.661214
Old Hickory Golf Course,Greencastle,IN,1626 N US Highway 231,46135-8865,18,Public,107.01624439678574,OSM (Medium Reliability),-86.872034,39.68424
Arrowhead Golf Course,Greenfield,IN,3974 Clubhouse Dr,46140-8943,18,Public,107.1372870809921,OSM (Medium Reliability),-85.729211,39.868605
Hawk's Tail of Greenfield,Greenfield,IN,145 S Morristown Pike,46140-9701,18,Public,132.25868560881997,OSM (Medium Reliability),-85.755329,39.783771
Heartland Resort,Greenfield,IN,1613 W 300 N,46140-9578,9,Public,,No Match Found,-85.833078,39.826364
Shekinah on Brandywine,Greenfield,IN,871 E Davis Rd,46140-9762,9,Public,,No Match Found,-85.758201,39.771831
Greensburg Country Club,Greensburg,IN,1630 W Park Rd,47240-9062,18,Public,112.2436376397645,OSM (Medium Reliability),-85.508545,39.32907
North Branch Golf Course,Greensburg,IN,8492 E Base Rd,47240-8858,36,Public,162.05391014185938,OSM (Medium Reliability),-85.321203,39.324944
Wyaloosing Creek Golf Course,Greensburg,IN,6869 S State Road 3,47240-8925,18,Public,217.87720251223524,OSM (Medium Reliability),-85.575162,39.236404
Dyes Walk Golf Course,Greenwood,IN,2080 S State Road 135,46143-9438,18,Semi Private,122.83467684703776,OSM (Medium Reliability),-86.159144,39.584886
Bluff Creek Golf Course,Greenwood,IN,2710 Old State Road 37,46143-7921,18,Public,,No Match Found,-86.233996,39.58843
Hickory Stick Golf Club,Greenwood,IN,4422 Hickory Stick Blvd,46143-7443,18,Public,116.26187307954156,OSM (Medium Reliability),-86.190661,39.551638
Orchard Golf Center,Greenwood,IN,251 N State Road 135,46142-1304,18,Public,37.326117649967905,OSM (Medium Reliability),-86.158318,39.618774
Otte Golf Center,Greenwood,IN,681 Sheek Rd,46143-9713,18,Public,55.9232268496676,OSM (Medium Reliability),-86.075948,39.605559
Valle Vista Country Club,Greenwood,IN,755 E Main St,46143-1406,18,Public,144.73819894342486,OSM (Medium Reliability),-86.091465,39.613988
Walnut Ridge Golf Course,Greenwood,IN,1811 S Morgantown Rd,46143-9406,18,Public,,No Match Found,-86.196845,39.589897
Griffith Golf Center,Griffith,IN,1901 N Cline Ave,46319-1007,18,Public,,No Match Found,-87.432372,41.555558
Country View Golf Course,Guilford,IN,7211 Hyland Rd,47022-9709,18,Public,,No Match Found,-84.952042,39.261904
Hartley Hills Country Club,Hagerstown,IN,201 N Woodpecker Rd,47346-1441,9,Public,73.65344693467087,OSM (Medium Reliability),-85.143202,39.911283
Cold Springs Golf Course,Hamilton,IN,260 Lane 120 Hamilton Lk,46742-9467,18,Public,56.795542543620755,OSM (Medium Reliability),-84.908391,41.555826
Hamlet Golf Course,Hamlet,IN,100 East Short Street,46532,18,Public,104.21045892788808,OSM (Medium Reliability),-86.581637,41.378199
Lost Marsh Golf Course,Hammond,IN,1001 E 129th St,46320-1139,27,Municipal,234.3523247638719,OSM (Medium Reliability),-87.506188,41.661263
Spring Hills Golf Course,Hanover,IN,4766 W Butler Falls Dr,47243-8212,18,Public,116.35117049138096,OSM (Medium Reliability),-85.473321,38.70251
Blackford Country Club,Hartford City,IN,1605 W Water St,47348-8811,18,Public,128.14423967049777,OSM (Medium Reliability),-85.385203,40.450392
Ki Ann Golf Course,Hartford City,IN,2460 E State Road 26,47348-9091,18,Public,,No Match Found,-85.324148,40.449875
Champions Pointe Golf Course,Henryville,IN,1820 Champions Club Ln,47126-7504,18,Public,331.84615996150677,OSM (Medium Reliability),-85.793398,38.510849
Wicker Park Golf Course,Highland,IN,8554 Indianapolis Blvd,46322-1570,18,Municipal,169.873056289638,Tigris (High Reliability),-87.471464,41.559072
River Pointe Country Club,Hobart,IN,6700 Country Club Rd,46342-6864,36,Semi Private,,No Match Found,-87.233179,41.495371
Duck Creek Country Club,Hobart,IN,638 N 700 W,46342-9618,18,Public,158.52061386864375,OSM (Medium Reliability),-87.201682,41.527036
Indian Ridge Golf Course,Hobart,IN,6363 Grand Blvd,46342-6611,18,Public,111.04888099614988,OSM (Medium Reliability),-87.258662,41.501859
Pine Hills Golf Course,Holton,IN,3206 W US Highway 50,47023-9206,9,Public,,No Match Found,-85.319644,39.075143
